Ensembl.gene.ID	Ensembl.transcript.ID	RefSeq.mRNA.ID	Gene.name	UCSC.ID
ENSG00000050165	ENST00000326932	NM_013253	DKK3	uc001mjw.4
ENSG00000050165	ENST00000396505	NM_001018057	DKK3	uc001mjv.4
ENSG00000050165	ENST00000396505	NM_015881	DKK3	uc001mjv.4
ENSG00000170242	ENST00000527733	NM_001282659	USP47	uc001mjs.4
ENSG00000170242	ENST00000339865	NM_017944	USP47	uc001mjr.4
ENSG00000254598	ENST00000528848	NM_001256686	CSNK2A3	uc001mjp.4
ENSG00000110328	ENST00000227756	NM_198516	GALNT18	uc001mjo.3
ENSG00000236287	ENST00000432999	NM_021211	ZBED5	uc001mji.4
ENSG00000236287	ENST00000432999	NM_001143667	ZBED5	uc001mji.4
ENSG00000198730	ENST00000361367	NM_001346279	CTR9	uc001mja.4
ENSG00000198730	ENST00000361367	NM_014633	CTR9	uc001mja.4
ENSG00000072952	ENST00000558540	NM_001100167	MRVI1	uc001mix.4
ENSG00000133800	ENST00000256178	NM_006691	LYVE1	uc001miv.3
ENSG00000110315	ENST00000265981	NM_016422	RNF141	uc001mis.2
ENSG00000255823	ENST00000536684	NM_001190702	MTRNR2L8	uc001miq.5
ENSG00000133805	ENST00000528723	NM_001025390	AMPD3	uc001mip.2
ENSG00000133805	ENST00000396553	NM_001025389	AMPD3	uc001mio.2
ENSG00000133805	ENST00000396554	NM_000480	AMPD3	uc001min.2
ENSG00000148926	ENST00000278175	NM_001124	ADM	uc001mil.2
ENSG00000133812	ENST00000256190	NM_030962	SBF2	uc001mib.2
ENSG00000133789	ENST00000447399	NM_001297714	SWAP70	uc001mhx.4
ENSG00000133789	ENST00000318950	NM_015055	SWAP70	uc001mhw.4
ENSG00000166483	ENST00000299613	NM_001143976	WEE1	uc001mht.4
ENSG00000166483	ENST00000450114	NM_003390	WEE1	uc001mhs.4
ENSG00000166478	ENST00000396602	NM_003442	ZNF143	uc001mhr.3
ENSG00000205339	ENST00000379719	NM_006391	IPO7	uc001mho.4
ENSG00000166471	ENST00000528080	NM_015012	TMEM41B	uc001mhn.4
ENSG00000184014	ENST00000328194	NM_001348750	DENND5A	uc001mhl.5
ENSG00000184014	ENST00000328194	NM_015213	DENND5A	uc001mhl.5
ENSG00000184014	ENST00000328194	NM_001348749	DENND5A	uc001mhl.5
ENSG00000184014	ENST00000328194	NM_001348748	DENND5A	uc001mhl.5
ENSG00000175356	ENST00000450649	NM_001170690	SCUBE2	uc001mhj.3
ENSG00000175356	ENST00000520467	NM_020974	SCUBE2	uc001mhi.3
ENSG00000175352	ENST00000309166	NM_020645	NRIP3	uc001mhg.2
ENSG00000175348	ENST00000309134	NM_001286094	TMEM9B	uc001mhf.4
ENSG00000175348	ENST00000534025	NM_020644	TMEM9B	uc001mhe.3
ENSG00000176029	ENST00000326053	NM_020643	C11orf16	uc001mhb.5
ENSG00000166452	ENST00000309357	NM_001206647	AKIP1	uc001mgz.4
ENSG00000166452	ENST00000299576	NM_001206646	AKIP1	uc001mgy.4
ENSG00000166452	ENST00000309377	NM_020642	AKIP1	uc001mgx.4
ENSG00000166444	ENST00000534127	NM_005418	ST5	uc001mgv.4
ENSG00000166444	ENST00000526757	NM_139157	ST5	uc001mgu.4
ENSG00000166444	ENST00000313726	NM_213618	ST5	uc001mgt.4
ENSG00000166441	ENST00000314138	NM_000990	RPL27A	uc001mgs.5
ENSG00000130413	ENST00000358872	NM_001289059	STK33	uc001mgl.5
ENSG00000130413	ENST00000396672	NM_001289061	STK33	uc001mgk.3
ENSG00000130413	ENST00000315204	NM_030906	STK33	uc001mgj.3
ENSG00000130413	ENST00000447869	NM_001352389	STK33	uc001mgi.3
ENSG00000130413	ENST00000447869	NM_001352388	STK33	uc001mgi.3
ENSG00000130413	ENST00000447869	NM_001352391	STK33	uc001mgi.3
ENSG00000130413	ENST00000447869	NM_001352390	STK33	uc001mgi.3
ENSG00000130413	ENST00000447869	NM_001352392	STK33	uc001mgi.3
ENSG00000130413	ENST00000447869	NM_001352387	STK33	uc001mgi.3
ENSG00000130413	ENST00000447869	NM_001352393	STK33	uc001mgi.3
ENSG00000130413	ENST00000447869	NM_001352399	STK33	uc001mgi.3
ENSG00000166407	ENST00000428101	NM_001270428	LMO1	uc001mgh.3
ENSG00000166407	ENST00000335790	NM_002315	LMO1	uc001mgg.3
ENSG00000166405	ENST00000335425	NM_001135109	RIC3	uc001mge.3
ENSG00000166405	ENST00000309737	NM_001346693	RIC3	uc001mgd.3
ENSG00000166405	ENST00000309737	NM_001346694	RIC3	uc001mgd.3
ENSG00000166405	ENST00000309737	NM_001206671	RIC3	uc001mgd.3
ENSG00000166405	ENST00000343202	NM_001346692	RIC3	uc001mgc.3
ENSG00000166405	ENST00000343202	NM_001346690	RIC3	uc001mgc.3
ENSG00000166405	ENST00000343202	NM_024557	RIC3	uc001mgc.3
ENSG00000166402	ENST00000299506	NM_177972	TUB	uc001mga.4
ENSG00000166402	ENST00000305253	NM_003320	TUB	uc001mfy.4
ENSG00000182261	ENST00000328600	NM_176821	NLRP10	uc001mfv.2
ENSG00000183303	ENST00000329434	NM_153444	OR5P2	uc001mfp.2
ENSG00000166394	ENST00000299498	NM_001302827	CYB5R2	uc001mfm.4
ENSG00000166394	ENST00000299498	NM_016229	CYB5R2	uc001mfm.4
ENSG00000166387	ENST00000530181	NM_001256569	PPFIBP2	uc001mfl.6
ENSG00000166387	ENST00000299492	NM_001351860	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351858	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351861	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351859	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351857	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351854	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_003621	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351853	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351855	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351856	PPFIBP2	uc001mfj.6
ENSG00000166387	ENST00000299492	NM_001351862	PPFIBP2	uc001mfj.6
ENSG00000183801	ENST00000329293	NM_198474	OLFML1	uc001mfi.4
ENSG00000170743	ENST00000318881	NM_175733	SYT9	uc001mfe.4
ENSG00000170748	ENST00000306904	NM_014469	RBMXL2	uc001mfc.3
ENSG00000158077	ENST00000299481	NM_176822	NLRP14	uc001mfb.2
ENSG00000149050	ENST00000278314	NM_013249	ZNF214	uc001mfa.3
ENSG00000149050	ENST00000278314	NM_001354833	ZNF214	uc001mfa.3
ENSG00000149050	ENST00000278314	NM_001354832	ZNF214	uc001mfa.3
ENSG00000149054	ENST00000529903	NM_001354854	ZNF215	uc001mez.2
ENSG00000149054	ENST00000278319	NM_001354860	ZNF215	uc001mey.4
ENSG00000149054	ENST00000278319	NM_001354855	ZNF215	uc001mey.4
ENSG00000149054	ENST00000278319	NM_013250	ZNF215	uc001mey.4
ENSG00000149054	ENST00000278319	NM_001354859	ZNF215	uc001mey.4
ENSG00000149054	ENST00000278319	NM_001354857	ZNF215	uc001mey.4
ENSG00000149054	ENST00000278319	NM_001354853	ZNF215	uc001mey.4
ENSG00000149054	ENST00000278319	NM_001354858	ZNF215	uc001mey.4
ENSG00000149054	ENST00000278319	NM_001354856	ZNF215	uc001mey.4
ENSG00000170790	ENST00000307322	NM_001004460	OR10A2	uc001meu.2
ENSG00000166363	ENST00000299454	NM_178168	OR10A5	uc001met.2
ENSG00000184933	ENST00000332601	NM_003696	OR6A2	uc001mes.2
ENSG00000188124	ENST00000338569	NM_001004490	OR2AG2	uc001meq.2
ENSG00000158042	ENST00000288937	NM_022061	MRPL17	uc001men.3
ENSG00000166341	ENST00000299441	NM_003737	DCHS1	uc001mem.3
ENSG00000166340	ENST00000299427	NM_000391	TPP1	uc001mel.2
ENSG00000166337	ENST00000299424	NM_006284	TAF10	uc001mej.3
ENSG00000166333	ENST00000396751	NM_001014795	ILK	uc001meh.5
ENSG00000166333	ENST00000299421	NM_001014794	ILK	uc001mef.5
ENSG00000166333	ENST00000299421	NM_004517	ILK	uc001mef.5
ENSG00000132275	ENST00000254605	NM_015324	RRP8	uc001med.4
ENSG00000179532	ENST00000254579	NM_144666	DNHD1	uc001mdw.5
ENSG00000179532	ENST00000354685	NM_173589	DNHD1	uc001mdp.4
ENSG00000132286	ENST00000254616	NM_012192	TIMM10B	uc001mdn.5
ENSG00000132254	ENST00000254584	NM_012402	ARFIP2	uc001mdk.4
ENSG00000110171	ENST00000345851	NM_033278	TRIM3	uc001mdi.4
ENSG00000110171	ENST00000359518	NM_006458	TRIM3	uc001mdh.4
ENSG00000110169	ENST00000265983	NM_000613	HPX	uc001mdg.3
ENSG00000166313	ENST00000530885	NM_001257323	APBB1	uc001mdd.6
ENSG00000166313	ENST00000311051	NM_145689	APBB1	uc001mdc.3
ENSG00000166311	ENST00000342245	NM_000543	SMPD1	uc001mcw.4
ENSG00000166311	ENST00000342245	NM_001318087	SMPD1	uc001mcw.4
ENSG00000170955	ENST00000303927	NM_145040	CAVIN3	uc001mcu.2
ENSG00000110148	ENST00000334619	NM_176875	CCKBR	uc001mcp.4
ENSG00000132259	ENST00000379936	NM_001037329	CNGA4	uc001mco.4
ENSG00000051009	ENST00000449352	NM_001098794	FAM160A2	uc001mcl.5
ENSG00000051009	ENST00000265978	NM_032127	FAM160A2	uc001mck.5
ENSG00000180878	ENST00000316375	NM_173525	C11orf42	uc001mcj.4
ENSG00000183313	ENST00000332249	NM_001005173	OR52L1	uc001mcd.2
ENSG00000181074	ENST00000317254	NM_001005175	OR52N4	uc001mbu.3
ENSG00000181023	ENST00000317121	NM_001005180	OR56B1	uc001mbt.3
ENSG00000132274	ENST00000379965	NM_001199573	TRIM22	uc001mbr.4
ENSG00000132274	ENST00000379965	NM_006074	TRIM22	uc001mbr.4
ENSG00000132256	ENST00000396847	NM_033092	TRIM5	uc001mbp.4
ENSG00000132256	ENST00000380034	NM_033034	TRIM5	uc001mbm.3
ENSG00000258659	ENST00000429814	NM_021616	TRIM34	uc001mbi.4
ENSG00000258659	ENST00000514226	NM_001003827	TRIM34	uc001mbh.4
ENSG00000258588	ENST00000354852	NM_001003819	TRIM6-TRIM34	uc001mbf.4
ENSG00000121236	ENST00000380097	NM_001003818	TRIM6	uc001mbd.4
ENSG00000121236	ENST00000278302	NM_058166	TRIM6	uc001mbc.3
ENSG00000175518	ENST00000380184	NM_145053	UBQLNL	uc001maz.5
ENSG00000175520	ENST00000311659	NM_001347096	UBQLN3	uc001may.2
ENSG00000175520	ENST00000311659	NM_017481	UBQLN3	uc001may.2
ENSG00000213931	ENST00000396895	NM_005330	HBE1	uc001mal.2
ENSG00000196565	ENST00000336906	NM_000184	HBG2	uc001maj.2
ENSG00000213934	ENST00000330597	NM_000559	HBG1	uc001mah.2
ENSG00000223609	ENST00000380299	NM_000519	HBD	uc001maf.2
ENSG00000244734	ENST00000335295	NM_000518	HBB	uc001mae.2
ENSG00000176893	ENST00000322013	NM_001005238	OR51G2	uc001lzr.1
ENSG00000167332	ENST00000396950	NM_030774	OR51E2	uc001lzk.3
ENSG00000180785	ENST00000396952	NM_152430	OR51E1	uc001lzi.5
ENSG00000167333	ENST00000300747	NM_018073	TRIM68	uc001lzf.2
ENSG00000196778	ENST00000307632	NM_001005171	OR52K1	uc001lza.2
ENSG00000181963	ENST00000325719	NM_001005172	OR52K2	uc001lyz.2
ENSG00000132109	ENST00000254436	NM_003141	TRIM21	uc001lyy.2
ENSG00000167325	ENST00000300738	NM_001318064	RRM1	uc001lyw.5
ENSG00000167325	ENST00000300738	NM_001033	RRM1	uc001lyw.5
ENSG00000167323	ENST00000300737	NM_003156	STIM1	uc001lyv.3
ENSG00000177105	ENST00000351018	NM_001665	RHOG	uc001lyu.2
ENSG00000148985	ENST00000278243	NM_014489	PGAP2	uc001lys.5
ENSG00000110713	ENST00000397007	NM_005387	NUP98	uc001lyk.3
ENSG00000110713	ENST00000397004	NM_139131	NUP98	uc001lyj.3
ENSG00000110713	ENST00000355260	NM_139132	NUP98	uc001lyi.4
ENSG00000110713	ENST00000324932	NM_016320	NUP98	uc001lyh.3
ENSG00000129749	ENST00000250699	NM_020402	CHRNA10	uc001lyf.3
ENSG00000129744	ENST00000250693	NM_004314	ART1	uc001lye.1
ENSG00000167311	ENST00000397067	NM_001297668	ART5	uc001lyd.4
ENSG00000167311	ENST00000359918	NM_001079536	ART5	uc001lyc.2
ENSG00000167311	ENST00000397068	NM_053017	ART5	uc001lyb.2
ENSG00000005801	ENST00000005082	NM_001130519	ZNF195	uc001lxv.4
ENSG00000005801	ENST00000399602	NM_001130520	ZNF195	uc001lxt.4
ENSG00000005801	ENST00000354599	NM_007152	ZNF195	uc001lxs.4
ENSG00000184350	ENST00000389832	NM_001039165	MRGPRE	uc001lxq.6
ENSG00000182170	ENST00000332314	NM_001164377	MRGPRG	uc001lxp.2
ENSG00000021762	ENST00000389989	NM_001144063	OSBPL5	uc001lxl.3
ENSG00000021762	ENST00000389989	NM_145638	OSBPL5	uc001lxl.3
ENSG00000021762	ENST00000263650	NM_020896	OSBPL5	uc001lxk.3
ENSG00000110619	ENST00000397111	NM_001751	CARS	uc001lxh.4
ENSG00000110619	ENST00000278224	NM_139273	CARS	uc001lxg.4
ENSG00000110619	ENST00000380525	NM_001194997	CARS	uc001lxf.4
ENSG00000110619	ENST00000380525	NM_001014437	CARS	uc001lxf.4
ENSG00000205531	ENST00000380542	NM_005969	NAP1L4	uc001lxc.4
ENSG00000181649	ENST00000314222	NM_003311	PHLDA2	uc001lxa.2
ENSG00000110628	ENST00000649076	NM_002555	SLC22A18	uc001lwy.4
ENSG00000110628	ENST00000347936	NM_183233	SLC22A18	uc001lwx.3
ENSG00000254827	ENST00000455942	NM_001302862	SLC22A18AS	uc001lww.6
ENSG00000129757	ENST00000440480	NM_001122630	CDKN1C	uc001lwu.5
ENSG00000129757	ENST00000440480	NM_001122631	CDKN1C	uc001lwu.5
ENSG00000129757	ENST00000414822	NM_001362474	CDKN1C	uc001lws.5
ENSG00000129757	ENST00000430149	NM_000076	CDKN1C	uc001lws.5
ENSG00000053918	ENST00000335475	NM_181798	KCNQ1	uc001lwo.6
ENSG00000053918	ENST00000155840	NM_000218	KCNQ1	uc001lwn.4
ENSG00000070985	ENST00000155858	NM_014555	TRPM5	uc001lwm.5
ENSG00000184281	ENST00000451491	NM_001297659	TSSC4	uc001lwl.4
ENSG00000184281	ENST00000333256	NM_005706	TSSC4	uc001lwk.4
ENSG00000184281	ENST00000333256	NM_001297660	TSSC4	uc001lwk.4
ENSG00000184281	ENST00000333256	NM_001297658	TSSC4	uc001lwk.4
ENSG00000184281	ENST00000380996	NM_001297661	TSSC4	uc001lwi.4
ENSG00000110651	ENST00000263645	NM_004356	CD81	uc001lwf.2
ENSG00000064201	ENST00000182290	NM_139022	TSPAN32	uc001lvy.2
ENSG00000110665	ENST00000381153	NM_001329958	C11orf21	uc001lvv.3
ENSG00000183734	ENST00000331289	NM_005170	ASCL2	uc001lvu.4
ENSG00000180176	ENST00000352909	NM_000360	TH	uc001lvr.4
ENSG00000180176	ENST00000381178	NM_199292	TH	uc001lvq.3
ENSG00000180176	ENST00000381175	NM_199293	TH	uc001lvp.3
ENSG00000254647	ENST00000250971	NM_001185097	INS	uc001lvn.3
ENSG00000254647	ENST00000250971	NM_000207	INS	uc001lvn.3
ENSG00000129965	ENST00000397270	NM_001042376	INS-IGF2	uc001lvm.4
ENSG00000167244	ENST00000381395	NM_001291861	IGF2	uc001lvj.2
ENSG00000167244	ENST00000416167	NM_000612	IGF2	uc001lvg.4
ENSG00000214026	ENST00000397298	NM_021134	MRPL23	uc001lux.4
ENSG00000130595	ENST00000278317	NM_006757	TNNT3	uc001luu.5
ENSG00000130595	ENST00000381589	NM_001042781	TNNT3	uc001lup.5
ENSG00000130595	ENST00000381579	NM_001042780	TNNT3	uc001luo.5
ENSG00000130592	ENST00000406638	NM_001013255	LSP1	uc001lul.4
ENSG00000130592	ENST00000406638	NM_001013254	LSP1	uc001lul.4
ENSG00000130592	ENST00000405957	NM_001013253	LSP1	uc001luk.3
ENSG00000130592	ENST00000381775	NM_001242932	LSP1	uc001luj.3
ENSG00000130592	ENST00000311604	NM_002339	LSP1	uc001lui.3
ENSG00000149043	ENST00000381968	NM_001290334	SYT8	uc001lue.2
ENSG00000149043	ENST00000381968	NM_138567	SYT8	uc001lue.2
ENSG00000117984	ENST00000236671	NM_001909	CTSD	uc001luc.2
ENSG00000205864	ENST00000382160	NM_001012416	KRTAP5-6	uc001lua.3
ENSG00000185940	ENST00000399676	NM_001001480	KRTAP5-5	uc001lty.4
ENSG00000196224	ENST00000399685	NM_001012708	KRTAP5-3	uc001ltw.1
ENSG00000205867	ENST00000412090	NM_001004325	KRTAP5-2	uc001ltv.3
ENSG00000205869	ENST00000382171	NM_001005922	KRTAP5-1	uc001ltu.1
ENSG00000184545	ENST00000397374	NM_004420	DUSP8	uc001lts.3
ENSG00000174672	ENST00000382179	NM_001256630	BRSK2	uc001ltm.5
ENSG00000174672	ENST00000531197	NM_001256629	BRSK2	uc001ltl.5
ENSG00000174672	ENST00000308219	NM_003957	BRSK2	uc001ltj.5
ENSG00000174672	ENST00000528841	NM_001256627	BRSK2	uc001lti.5
ENSG00000078902	ENST00000317204	NM_019009	TOLLIP	uc001lte.4
ENSG00000078902	ENST00000527886	NM_001318514	TOLLIP	uc001ltd.4
ENSG00000117983	ENST00000529681	NM_002458	MUC5B	uc001lta.4
ENSG00000184956	ENST00000421673	NM_005961	MUC6	uc001lsw.3
ENSG00000183020	ENST00000332231	NM_001242837	AP2A2	uc001lst.2
ENSG00000183020	ENST00000448903	NM_012305	AP2A2	uc001lss.4
ENSG00000177830	ENST00000429789	NM_001142677	CHID1	uc001lsp.4
ENSG00000177830	ENST00000436108	NM_001142674	CHID1	uc001lso.4
ENSG00000177830	ENST00000323578	NM_023947	CHID1	uc001lsm.4
ENSG00000214063	ENST00000397404	NM_001025237	TSPAN4	uc001lsj.1
ENSG00000214063	ENST00000397406	NM_001025234	TSPAN4	uc001lsi.1
ENSG00000214063	ENST00000397408	NM_001025235	TSPAN4	uc001lsg.1
ENSG00000214063	ENST00000397408	NM_001025236	TSPAN4	uc001lsg.1
ENSG00000214063	ENST00000397411	NM_001025238	TSPAN4	uc001lsf.2
ENSG00000214063	ENST00000397396	NM_001025239	TSPAN4	uc001lse.1
ENSG00000214063	ENST00000397397	NM_003271	TSPAN4	uc001lsd.2
ENSG00000177700	ENST00000322028	NM_021128	POLR2L	uc001lsc.4
ENSG00000177697	ENST00000397421	NM_001039490	CD151	uc001lsa.4
ENSG00000177697	ENST00000397421	NM_139030	CD151	uc001lsa.4
ENSG00000177697	ENST00000322008	NM_139029	CD151	uc001lry.4
ENSG00000177697	ENST00000322008	NM_004357	CD151	uc001lry.4
ENSG00000177685	ENST00000525077	NM_001286606	CRACR2B	uc001lrv.3
ENSG00000177666	ENST00000336615	NM_020376	PNPLA2	uc001lrt.4
ENSG00000177600	ENST00000321153	NM_001004	RPLP2	uc001lrq.2
ENSG00000177595	ENST00000347755	NM_145886	PIDD1	uc001lro.3
ENSG00000177542	ENST00000628067	NM_001191061	SLC25A22	uc001lrj.4
ENSG00000177542	ENST00000320230	NM_024698	SLC25A22	uc001lri.3
ENSG00000184524	ENST00000330106	NM_016564	CEND1	uc001lrh.2
ENSG00000177225	ENST00000319863	NM_001318821	GATD1	uc001lrc.4
ENSG00000177225	ENST00000319863	NM_182612	GATD1	uc001lrc.4
ENSG00000177225	ENST00000319863	NM_001318818	GATD1	uc001lrc.4
ENSG00000177156	ENST00000319006	NM_006755	TALDO1	uc001lqz.4
ENSG00000177106	ENST00000318562	NM_022772	EPS8L2	uc001lqt.4
ENSG00000177042	ENST00000397510	NM_174940	TMEM80	uc001lqr.6
ENSG00000177042	ENST00000397510	NM_001042463	TMEM80	uc001lqr.6
ENSG00000177030	ENST00000382409	NM_001293634	DEAF1	uc001lqq.2
ENSG00000177030	ENST00000382409	NM_021008	DEAF1	uc001lqq.2
ENSG00000069696	ENST00000176183	NM_000797	DRD4	uc001lqp.3
ENSG00000070031	ENST00000176195	NM_021920	SCT	uc001lqo.2
ENSG00000099834	ENST00000349570	NM_031264	CDHR5	uc001lqk.4
ENSG00000099834	ENST00000397542	NM_021924	CDHR5	uc001lqj.3
ENSG00000099834	ENST00000397542	NM_001171968	CDHR5	uc001lqj.3
ENSG00000185507	ENST00000397574	NM_001572	IRF7	uc001lqh.4
ENSG00000185507	ENST00000397566	NM_004031	IRF7	uc001lqg.3
ENSG00000070047	ENST00000264555	NM_001286581	PHRF1	uc001lqe.5
ENSG00000099849	ENST00000454668	NM_001143994	RASSF7	uc001lqd.4
ENSG00000099849	ENST00000397583	NM_003475	RASSF7	uc001lqc.4
ENSG00000099849	ENST00000397582	NM_001143993	RASSF7	uc001lqb.4
ENSG00000185522	ENST00000329451	NM_173573	LMNTD2	uc001lpx.4
ENSG00000023191	ENST00000397604	NM_203388	RNH1	uc001lps.3
ENSG00000023191	ENST00000533410	NM_203386	RNH1	uc001lpr.3
ENSG00000023191	ENST00000356187	NM_203389	RNH1	uc001lpq.3
ENSG00000023191	ENST00000354420	NM_203387	RNH1	uc001lpp.3
ENSG00000023191	ENST00000438658	NM_203384	RNH1	uc001lpo.2
ENSG00000023191	ENST00000397614	NM_203385	RNH1	uc001lpm.2
ENSG00000023191	ENST00000397615	NM_002939	RNH1	uc001lpl.2
ENSG00000023191	ENST00000397615	NM_203383	RNH1	uc001lpl.2
ENSG00000174915	ENST00000308020	NM_001329545	PTDSS2	uc001lpj.3
ENSG00000174915	ENST00000308020	NM_030783	PTDSS2	uc001lpj.3
ENSG00000174915	ENST00000308020	NM_001329548	PTDSS2	uc001lpj.3
ENSG00000174915	ENST00000308020	NM_001329544	PTDSS2	uc001lpj.3
ENSG00000185101	ENST00000332826	NM_001347882	ANO9	uc001lpi.3
ENSG00000185101	ENST00000332826	NM_001012302	ANO9	uc001lpi.3
ENSG00000185187	ENST00000332725	NM_001135053	SIGIRR	uc001lpe.1
ENSG00000185187	ENST00000332725	NM_021805	SIGIRR	uc001lpe.1
ENSG00000185187	ENST00000431843	NM_001135054	SIGIRR	uc001lpd.3
ENSG00000184363	ENST00000331563	NM_007183	PKP3	uc001lpc.3
ENSG00000184363	ENST00000331563	NM_001303029	PKP3	uc001lpc.3
ENSG00000182272	ENST00000329962	NM_178537	B4GALNT4	uc001lpb.4
ENSG00000142089	ENST00000399808	NM_021034	IFITM3	uc001lpa.3
ENSG00000185885	ENST00000408968	NM_003641	IFITM1	uc001loy.5
ENSG00000206013	ENST00000382614	NM_001025295	IFITM5	uc001low.3
ENSG00000185627	ENST00000431206	NM_175932	PSMD13	uc001loo.3
ENSG00000185627	ENST00000532097	NM_002817	PSMD13	uc001lol.3
ENSG00000142082	ENST00000382743	NM_012239	SIRT3	uc001lok.5
ENSG00000177963	ENST00000526104	NM_001286134	RIC8A	uc001log.5
ENSG00000177963	ENST00000325207	NM_021932	RIC8A	uc001lof.5
ENSG00000177951	ENST00000382762	NM_001098787	BET1L	uc001loe.3
ENSG00000177951	ENST00000325147	NM_016526	BET1L	uc001lod.3
ENSG00000177947	ENST00000325113	NM_053280	ODF3	uc001lob.4
ENSG00000188076	ENST00000342878	NM_145651	SCGB1C1	uc001loa.1
ENSG00000130649	ENST00000252945	NM_000773	CYP2E1	uc001lnj.1
ENSG00000203772	ENST00000414069	NM_001012508	SPRN	uc001lnf.5
ENSG00000148824	ENST00000317502	NM_138384	MTG1	uc001lnd.4
ENSG00000148832	ENST00000480071	NM_207127	PAOX	uc001lmy.5
ENSG00000148832	ENST00000357296	NM_207128	PAOX	uc001lmx.5
ENSG00000148832	ENST00000278060	NM_152911	PAOX	uc001lmv.5
ENSG00000127884	ENST00000368547	NM_004092	ECHS1	uc001lmu.4
ENSG00000148803	ENST00000278025	NM_001098483	FUOM	uc001lmt.3
ENSG00000148803	ENST00000368552	NM_198472	FUOM	uc001lms.3
ENSG00000165828	ENST00000463201	NM_001145201	PRAP1	uc001lmr.3
ENSG00000165828	ENST00000433452	NM_145202	PRAP1	uc001lmp.3
ENSG00000130643	ENST00000252939	NM_015722	CALY	uc001lmo.3
ENSG00000130643	ENST00000252939	NM_001321617	CALY	uc001lmo.3
ENSG00000198546	ENST00000361518	NM_145806	ZNF511	uc001lmj.2
ENSG00000130640	ENST00000368563	NM_006659	TUBGCP2	uc001lmg.2
ENSG00000171794	ENST00000304477	NM_003577	UTF1	uc001lmc.3
ENSG00000171798	ENST00000304613	NM_152643	KNDC1	uc001llz.2
ENSG00000197177	ENST00000392607	NM_001083909	ADGRA1	uc001llx.4
ENSG00000148826	ENST00000368592	NM_177400	NKX6-2	uc001llr.3
ENSG00000068383	ENST00000368594	NM_001321042	INPP5A	uc001llp.4
ENSG00000068383	ENST00000368594	NM_005539	INPP5A	uc001llp.4
ENSG00000171813	ENST00000305233	NM_138499	PWWP2B	uc001lll.5
ENSG00000148814	ENST00000368612	NM_001309474	LRRC27	uc001llj.3
ENSG00000148814	ENST00000368613	NM_001143757	LRRC27	uc001lli.3
ENSG00000148814	ENST00000344079	NM_001143759	LRRC27	uc001llf.3
ENSG00000165752	ENST00000298630	NM_173575	STK32C	uc001lle.2
ENSG00000165752	ENST00000298630	NM_001318878	STK32C	uc001lle.2
ENSG00000165752	ENST00000368622	NM_001318879	STK32C	uc001lld.2
ENSG00000188385	ENST00000298622	NM_001323089	JAKMIP3	uc001lkx.5
ENSG00000188385	ENST00000298622	NM_001323088	JAKMIP3	uc001lkx.5
ENSG00000188385	ENST00000298622	NM_001323090	JAKMIP3	uc001lkx.5
ENSG00000188385	ENST00000298622	NM_001105521	JAKMIP3	uc001lkx.5
ENSG00000188385	ENST00000298622	NM_001323086	JAKMIP3	uc001lkx.5
ENSG00000188385	ENST00000298622	NM_001323087	JAKMIP3	uc001lkx.5
ENSG00000176171	ENST00000368636	NM_004052	BNIP3	uc001lkv.3
ENSG00000176769	ENST00000368642	NM_174937	TCERG1L	uc001lkp.4
ENSG00000108010	ENST00000368644	NM_001199868	GLRX3	uc001lkn.3
ENSG00000108010	ENST00000331244	NM_001321980	GLRX3	uc001lkm.3
ENSG00000108010	ENST00000331244	NM_006541	GLRX3	uc001lkm.3
ENSG00000108001	ENST00000368648	NM_001005463	EBF3	uc001lki.3
ENSG00000170430	ENST00000306010	NM_002412	MGMT	uc001lkh.3
ENSG00000148773	ENST00000368653	NM_001145966	MKI67	uc001lkf.4
ENSG00000148773	ENST00000368654	NM_002417	MKI67	uc001lke.4
ENSG00000132334	ENST00000306042	NM_001323357	PTPRE	uc001lkd.4
ENSG00000132334	ENST00000306042	NM_130435	PTPRE	uc001lkd.4
ENSG00000132334	ENST00000254667	NM_001323354	PTPRE	uc001lkb.4
ENSG00000132334	ENST00000254667	NM_001316677	PTPRE	uc001lkb.4
ENSG00000132334	ENST00000254667	NM_001323356	PTPRE	uc001lkb.4
ENSG00000132334	ENST00000254667	NM_001323355	PTPRE	uc001lkb.4
ENSG00000132334	ENST00000254667	NM_006504	PTPRE	uc001lkb.4
ENSG00000132334	ENST00000254667	NM_001316676	PTPRE	uc001lkb.4
ENSG00000180745	ENST00000368671	NM_152311	CLRN3	uc001lka.2
ENSG00000214285	ENST00000398023	NM_001030013	NPS	uc001ljx.2
ENSG00000188916	ENST00000522781	NM_001039762	INSYN2	uc001ljv.2
